city,drives_alone,carpools,public_transport,walks,works_at_home,other,mean_travel_time
Rio Rico AZ,86.4,8,0,0,4.7,0.9,28.6
Solomon AZ,75.6,14.6,0,7.5,2.3,0,19.6
Fort Thomas AZ,76.8,13.7,0,0,4.7,4.7,23.7
Bylas AZ,71.5,12.7,4.2,3.7,0,7.9,28
Bryce AZ,65,35,0,0,0,0,0
Central AZ,78.4,21.6,0,0,0,0,0
San Jose AZ,87.4,4.2,0,0,0,8.4,21.8
Cactus Flats AZ,76.7,21.3,0,2,0,0,27.1
Bowie AZ,90.9,2,0,0,3,4,14.3
San Simon AZ,89.4,4.3,0,6.4,0,0,26.8
Sunizona AZ,61.4,22.8,0,0,15.8,0,34.7
Elfrida AZ,80.4,2.8,0,16.8,0,0,25.5
McNeal AZ,54.7,10.9,0,28.1,0,6.3,35.7
Miracle Valley AZ,100,0,0,0,0,0,39
Palominas AZ,100,0,0,0,0,0,45.2
Dragoon AZ,100,0,0,0,0,0,0
Red Rock AZ,81.6,14.7,0,0,3.7,0,40.1
Ali Molina AZ,100,0,0,0,0,0,0
Nelson AZ,75.5,24.5,0,0,0,0,49.4
Nolic AZ,50,0,0,0,50,0,0
Willow Canyon AZ,0,0,0,0,0,0,0
Mescal AZ,84.1,15.9,0,0,0,0,35.5
So-Hi AZ,56.7,43.3,0,0,0,0,0
Beaver Dam AZ,81.4,18.6,0,0,0,0,18.8
Cane Beds AZ,50.5,7.6,0,16.2,18.1,7.6,0
Moccasin AZ,0,0,0,0,0,0,0
Centennial Park AZ,53,27.8,0,7,12.2,0,19.7
Chloride AZ,26.9,0,0,73.1,0,0,0
Clacks Canyon AZ,78.4,0,0,0,3,18.6,20.9
Crystal Beach AZ,86.4,0,0,0,13.6,0,0
Walnut Creek AZ,85.7,0,0,14.3,0,0,28
Wintersburg AZ,100,0,0,0,0,0,0
Tonopah AZ,100,0,0,0,0,0,0
Wittmann AZ,100,0,0,0,0,0,30
Kaka AZ,100,0,0,0,0,0,0
Aguila AZ,23.8,3.5,20.4,6.3,43.4,2.5,16.5
Oatman AZ,0,0,0,0,0,0,0
Meadview AZ,94.2,5.8,0,0,0,0,24.1
White Hills AZ,73.8,26.2,0,0,0,0,0
Yucca AZ,50,0,0,50,0,0,0
Topock AZ,0,0,0,0,0,0,0
Truxton AZ,65.4,0,0,0,15.4,19.2,0
Golden Shores AZ,86,14,0,0,0,0,43.2
McConnico AZ,0,0,0,0,0,0,0
Valentine AZ,72.2,5.6,16.7,0,5.6,0,45.3
Pine Lake AZ,0,0,0,0,100,0,0
Anthem AZ,78.2,5.6,0,0.4,14.2,1.6,29.6
Arlington AZ,31.6,42.1,0,0,26.3,0,0
Citrus Park AZ,74.4,11.8,0.8,2,8.3,2.6,32
Komatke AZ,61.5,24.6,5.2,7.5,1.2,0,23.1
Maricopa Colony AZ,53.9,20.7,0,0,5.2,20.3,26
Pinion Pines AZ,40.5,27.8,0,0,31.6,0,34.4
Scenic AZ,94.3,5.7,0,0,0,0,17.8
Campo Bonito AZ,0,0,0,0,100,0,0
Vaiva Vo AZ,0,0,0,0,0,0,0
Saddlebrooke AZ,68.6,0.7,0,0.8,26.8,3.2,31
Cactus Forest AZ,86.3,13.7,0,0,0,0,18.9
Sacaton Flats Village AZ,100,0,0,0,0,0,0
Upper Santan Village AZ,68.4,21.4,0,0,10.3,0,0
Lower Santan Village AZ,100,0,0,0,0,0,0
Stotonic Village AZ,100,0,0,0,0,0,0
Sweet Water Village AZ,100,0,0,0,0,0,0
Littlefield AZ,100,0,0,0,0,0,0
Hackberry AZ,69.2,30.8,0,0,0,0,36.9
Katherine AZ,72.7,0,0,27.3,0,0,0
Wikieup AZ,72,10,0,12,6,0,9.9
Lazy Y U AZ,100,0,0,0,0,0,0
Lake Hamilton AR,69.6,19.2,0,0,11.2,0,19.4
West Crossett AR,93,5.6,0,0,1.4,0,15.2
Sweet Home AR,100,0,0,0,0,0,21.4
Scott AR,100,0,0,0,0,0,0
Woodson AR,100,0,0,0,0,0,0
Rockwell AR,83.1,10.1,0,3.2,2.5,1,21.6
Piney AR,90,7,0.1,0,1.8,1,16.5
Yarborough Landing AR,100,0,0,0,0,0,0
New Edinburg AR,85.7,14.3,0,0,0,0,31.6
Rye AR,70.2,21.2,0,0,0,8.7,35.1
Staves AR,100,0,0,0,0,0,0
Woodlawn AR,55.6,31.9,6.9,0,5.6,0,25.7
Holiday Island AR,86.6,6.3,0,2.4,4.7,0,21.9
Tumbling Shoals AR,84.8,7.2,0,0,8,0,25.2
Kirby AR,92.1,6.5,0,0,1.4,0,31.2
Landmark AR,75.9,17.1,0,0,4.7,2.3,25.4
Magnet Cove AR,100,0,0,0,0,0,23
Cherokee City AR,100,0,0,0,0,0,0
Lost Bridge Village AR,79.2,7.8,0,7.3,5.7,0,29.8
Maysville AR,43.8,56.3,0,0,0,0,0
New Blaine AR,100,0,0,0,0,0,0
Dennard AR,100,0,0,0,0,0,19.5
Roland AR,94.7,5.3,0,0,0,0,45
Natural Steps AR,92.8,2.7,0,0,4.5,0,33.1
McAlmont AR,70.7,23.5,0,0,0,5.7,19.4
Reader AR,0,0,0,0,0,0,0
Center Ridge AR,90,10,0,0,0,0,25.7
Avilla AR,84.3,13.6,0,0,2.1,0,34.1
Hagarville AR,51.9,0,0,0,48.1,0,0
Gibson AR,94.6,4.6,0,0,0.9,0,26.1
Prairie Creek AR,86.8,7.8,0,0,5.4,0,25.5
East End AR,85.7,7,0,0.3,5.5,1.5,28.2
North Crossett AR,84.1,13.2,0,0,2.7,0,20.7
Hensley AR,100,0,0,0,0,0,0
Hot Springs Village AR,80.6,9.1,0,0.6,8.1,1.6,29.3
College Station AR,83.4,0,16.6,0,0,0,24.5
Fruitdale CA,73.5,10.7,0.2,4.9,9.2,1.4,22.4
Magalia CA,84.5,7.8,1.2,1.2,5.3,0,32
Stratford CA,72.4,11.1,7,3.2,6.3,0,22.6
Alpaugh CA,59.9,29.6,0,2,6.7,1.7,29.9
Strathmore CA,82.6,17.4,0,0,0,0,17.8
Meadow Vista CA,74.7,7.1,1.3,2.1,13.8,1,38.7
Fetters Hot Springs-Agua Caliente CA,76,17.2,0.8,0.5,4.9,0.6,23.8
Mineral CA,35.1,14.3,0,45.5,2.6,2.6,13.9
Laytonville CA,36.8,3.8,0,4,30.6,24.7,15.3
Lennox CA,68,14.6,7.2,3.2,2.7,4.2,25.9
Canyondam CA,100,0,0,0,0,0,0
Crescent Mills CA,58.7,18.2,0,8.3,0,14.9,15.5
La Porte CA,0,0,0,0,0,0,0
Little Grass Valley CA,0,0,0,0,0,0,0
Mohawk Vista CA,68.9,0,0,0,31.1,0,0
Chinese Camp CA,0,0,0,0,100,0,0
Twain Harte CA,97.8,0,0,0,2.2,0,20.6
Redway CA,44.3,5.2,12.8,14.2,23.5,0,14.7
Moss Landing CA,84.4,0,0,15.6,0,0,0
Avocado Heights CA,79.9,11.6,2.4,1.2,3.5,1.3,30.8
Fairbanks Ranch CA,71.1,7.3,0,0,15.3,6.4,32.3
Valley Center CA,78.1,6.3,0.4,2.2,11.5,1.4,33.3
Concow CA,79,4,0,0,17,0,44.9
San Ardo CA,61.8,23.5,0,5.3,0,9.4,21.4
Prunedale CA,76.5,14,0.6,1,4,3.8,28.2
Hornbrook CA,51.6,25,0,0,23.4,0,21.9
Tennant CA,100,0,0,0,0,0,0
Forestville CA,70.2,14.4,1.4,2.7,10.6,0.7,22.6
Graton CA,84.7,2.5,0,2.3,10.5,0,24.9
Occidental CA,69.9,2.3,0,6.6,21.3,0,31.8
Casa de Oro-Mount Helix CA,79.8,7.7,1.9,0.8,9.5,0.4,27.4
Bradley CA,79.7,10.1,0,10.1,0,0,29.3
Alpine Village CA,56.2,20.5,0,16.4,6.8,0,21.8
Kirkwood CA,20,0,0,64,16,0,8
Edgewood CA,56.3,43.8,0,0,0,0,0
Gazelle CA,100,0,0,0,0,0,0
Loyola CA,83.2,4.6,0.6,0.7,9.5,1.5,25.2
Stanford CA,21.3,3,2.8,22.5,7.8,42.7,14.4
Alpine CA,74.3,13,1.4,0.7,10.4,0.2,31
Camp Pendleton North CA,48.1,14.4,0.2,30.9,4.4,2.1,13
Cambria CA,74.8,10.2,0,1.2,11.3,2.5,20.5
Palermo CA,76.2,15.1,0,2.3,5.2,1.3,22.4
South Oroville CA,75.5,15.6,1.3,1.4,3.9,2.3,18.6
Thermalito CA,66.3,23.9,1.1,1.5,5.8,1.4,17.3
Borrego Springs CA,69.8,15.3,0,9.6,5.2,0,20
Bostonia CA,81.9,10.1,2.2,1.9,3.4,0.5,24.9
Castroville CA,78.5,10.2,0,2.8,1.1,7.4,24.9
Elkhorn CA,78.2,12.1,0,0,8.2,1.5,23.2
Oceano CA,75.8,16,0,2,0,6.2,21.7
Shandon CA,75.1,19,0,1,4.9,0,28
Carrick CA,100,0,0,0,0,0,0
Rainbow CA,76.8,9.9,0,1.6,10.8,0.8,31.3
Keeler CA,100,0,0,0,0,0,0
Blairsden CA,100,0,0,0,0,0,0
Crest CA,82.6,4.4,1.6,1.3,9.3,0.8,31.6
Rancho San Diego CA,81.7,6.4,1.2,1.4,8.5,0.9,27.4
San Diego Country Estates CA,81.3,8.2,0,0.1,9.4,1,39.5
Rossmoor CA,84.5,5,1.6,0.2,6.2,2.5,28.4
Beale AFB CA,90.9,5.8,0,2.3,0,1,13.4
Ashland CA,71.5,8.1,11.9,2.7,3.1,2.7,33
Diablo CA,100,0,0,0,0,0,0
Alamo CA,66.3,4.4,10.4,0.7,16,2.1,34.8
Byron CA,68.7,25.8,1.2,0,4.4,0,39.4
Vine Hill CA,78.2,16.5,1.3,1.8,0,2.3,30.5
Hilmar-Irwin CA,87.7,4.5,0,2.5,4.4,0.9,24.7
West Menlo Park CA,70,3.6,3.8,2.1,8,12.5,27.4
Bear Valley Springs CA,80.7,6.2,0,0,13.1,0,41.8
Montecito CA,58,4.7,1,14.1,17.4,4.8,19.1
Toro Canyon CA,67.6,7.2,0,2.4,21.7,1.1,22.8
Big Pine CA,71.2,14.9,2.9,1.4,5.7,4,22.1
Round Valley CA,62,15.4,15.9,0,6.7,0,26.8
West Bishop CA,72.3,17.8,0,1.4,6,2.5,18.1
Wilkerson CA,77.9,16.2,2.8,0,3.2,0,16.8
Almanor CA,0,0,0,0,0,0,0
Lake Almanor Country Club CA,59.7,0,0,13.9,26.4,0,12.1
Muir Beach CA,61.8,0,10.1,0,15.7,12.4,28.5
Mariposa CA,67.6,11.1,2.3,7.5,7,4.5,39.2
Cameron Park CA,80.9,7.3,1.6,0.8,7.4,2.1,29.9
Country Club CA,82.5,13.3,1,0.3,2,1,24.3
Kennedy CA,88.3,6.7,0.8,0,4.2,0,32.3
Meadow Valley CA,79.9,0,0,0,20.1,0,14.7
Chilcoot-Vinton CA,0,0,0,0,0,0,0
Iron Horse CA,100,0,0,0,0,0,0
Paxton CA,0,0,0,0,0,0,0
Valley Ranch CA,0,0,0,0,0,0,0
Oakhurst CA,71.2,17.6,0,8.7,2.5,0,15.9
Bertsch-Oceanview CA,57.8,23.8,1.8,3.1,11.7,1.8,13.1
Klamath CA,68.2,20.2,0,2.1,9.4,0,22.6
Middletown CA,82.8,3.9,0,0,13.3,0,25.3
Humboldt Hill CA,86.6,5.3,0.6,0.1,7.4,0,18.1
View Park-Windsor Hills CA,77.4,3.9,5.2,1.7,9.4,2.4,30.4
West Athens CA,75.9,9.6,11.3,0.2,2.3,0.6,29.7
Angwin CA,58.6,8.3,0.5,20.6,10.8,1.3,19.1
Columbia CA,68.2,6.1,0,4.3,7.3,14.1,22.6
Jamestown CA,80.4,9,0,8,2.6,0,22.2
Tuolumne City CA,63.1,35.7,0.4,0,0.8,0,23.7
Millville CA,84.6,5.6,0,0,4.7,5.1,43.2
Round Mountain CA,92.5,0,7.5,0,0,0,34.8
Mountain Ranch CA,69.9,21.6,0,0,8.4,0,33
Crestline CA,75.8,12.1,0.7,1.7,7.9,1.7,36.1
Lake Arrowhead CA,78.6,6.5,0.3,4,9.9,0.8,32.8
Isla Vista CA,32.8,5.6,7,17.4,4.9,32.3,13.2
Mission Hills CA,78,15.5,1.7,0,2.9,2,28.9
Rosemont CA,78.5,8.9,6.2,1.5,2.1,2.9,24.6
Hamilton City CA,81,10.9,1,3.8,0,3.2,22.8
Big Bear City CA,89.8,3.2,0,1.2,4.9,0.9,26.6
Mono Vista CA,75.6,6.5,0,1.5,12.5,3.9,29.9
East Quincy CA,87.3,10.4,0,0,2.3,0,15.8
Johnsville CA,0,0,0,0,0,0,0
Keddie CA,100,0,0,0,0,0,0
Madera Acres CA,85.6,10.5,0,0.2,2.9,0.7,24.5
Parkwood CA,86.5,10.8,0,2.7,0,0,23.4
Mokelumne Hill CA,35,42.1,0,10,12.9,0,0
Rail Road Flat CA,75.6,0,0,4.4,20,0,0
East Sonora CA,82.1,11,0,0,5.7,1.3,20.3
North Edwards CA,61.8,38.2,0,0,0,0,24.4
Fellows CA,100,0,0,0,0,0,18.1
Tupman CA,84.2,15.8,0,0,0,0,26.2
Weldon CA,79.3,14.7,0,0,0,6,27.5
Meiners Oaks CA,66.4,24.7,0,0,6.9,2,21.6
Oak View CA,71,13.6,1.4,4,7.6,2.4,27.7
Piru CA,74.5,17.5,3,3.1,1.9,0,29.6
Cutten CA,79.4,11.5,0,0,6.2,2.9,17.6
Hydesville CA,88.7,4.8,0,0,6.4,0,21.3
Clyde CA,82.3,6.1,7.4,0,1.5,2.8,36.4
Kensington CA,51.1,6.7,22.2,1.9,15,3.1,36.9
Knightsen CA,75.3,13.2,1.2,0,9.1,1.2,51.6
Lake Isabella CA,92,4.8,0,1.3,2,0,36
Lamont CA,73.1,18.1,0,1.4,0.9,6.5,24.6
Pine Mountain Club CA,78.7,5.4,0,2.4,13,0.6,52.9
Valley Acres CA,84.1,14.5,0,0,0,1.4,30
Acton CA,80.2,8.8,0.7,0,8.9,1.3,49.1
East San Gabriel CA,84,8.1,2.6,0.6,3.7,1,32.2
Tahoe Vista CA,77.8,2,7,5.4,6.9,0.9,20.7
Moss Beach CA,63.9,9.6,6.5,3.2,12.1,4.6,32.5
Inyokern CA,94.2,5.8,0,0,0,0,19.9
Edwards AFB CA,76.4,5.7,0,7.4,5.6,4.8,12.3
Frazier Park CA,93.9,4.8,0,0.6,0.6,0,33.9
McKittrick CA,79.5,4.5,0,4.5,0,11.4,21.7
Squirrel Mountain Valley CA,91.4,8.6,0,0,0,0,27.3
Rancho Calaveras CA,86.5,11.4,0,0,2.1,0,40.8
Big River CA,85.2,3.4,0,3.7,7.7,0,22.3
Winchester CA,74.8,12.7,4.1,0,6.8,1.6,38.3
Heber CA,95.8,2.4,0,1.8,0,0,19.1
Salton City CA,76.1,17.7,0,1.7,3.9,0.6,34.4
Cartago CA,0,0,0,0,100,0,0
Furnace Creek CA,21.7,0,0,77.5,0.8,0,4.1
Oak Park CA,82.2,6.9,0.4,0.1,9.7,0.7,34.3
Yosemite Valley CA,22.3,4.8,9.7,50.5,0,12.8,9
Port Costa CA,45.9,6.8,25.3,0,0,21.9,51.9
Las Lomas CA,73.5,9.5,0.5,0,6.4,10,27.7
Mayflower Village CA,79.2,10.9,5.9,0,3.3,0.7,27.8
South Whittier CA,81.4,10.3,2.4,1.4,3.6,0.9,30.8
Walnut Park CA,73.1,12.2,7.3,1.6,3.3,2.4,31.2
Willow Creek CA,66,9,0,3.4,21.5,0,11.9
Nice CA,72,12.4,1.4,4.5,9.7,0,24.8
Upper Lake CA,45.5,43.4,0,2.3,8.8,0,24
Westhaven-Moonstone CA,79.4,8.4,3.1,1.5,7.5,0,21
Bombay Beach CA,21.2,33.3,0,0,30.3,15.2,0
Niland CA,68.4,4.8,0,5.1,7.1,14.6,16.3
Discovery Bay CA,78.2,9.7,0.8,0.2,10.1,1.1,47.7
Pacheco CA,82.1,11.3,0,3.7,0.8,2.1,26.8
Clio CA,100,0,0,0,0,0,0
C-Road CA,61.5,0,0,0,38.5,0,35.5
East Shore CA,78,0,0,0,22,0,0
Greenhorn CA,58.3,24.3,0,0,17.4,0,15.3
Diamond Springs CA,77,14.1,2,1.8,4.8,0.3,25
Pollock Pines CA,86.6,7.2,0.5,0.7,4.7,0.2,34.1
Darwin CA,100,0,0,0,0,0,0
Lone Pine CA,55.3,10,0.5,23.5,2.8,7.7,11.1
Mesa CA,85.8,9.5,0,0,4.7,0,27.5
Caribou CA,0,0,0,0,0,0,0
Chester CA,71,14.5,0.1,2.1,3.8,8.5,14.8
Hamilton Branch CA,73.5,26.5,0,0,0,0,33.1
Lake Davis CA,0,0,0,0,0,0,0
Spring Garden CA,0,0,0,0,0,0,0
Whitehawk CA,100,0,0,0,0,0,0
Taft Mosswood CA,70.7,25.6,0,1.1,2.5,0,24.8
Big Bend CA,100,0,0,0,0,0,26.3
Palo Cedro CA,95.1,4.9,0,0,0,0,16.6
Cobb CA,60.7,0,0,0,39.3,0,33.6
Myrtletown CA,84.9,4.8,2.5,3.2,4,0.6,18.3
Pine Hills CA,81.7,6.6,0,0.2,9.1,2.5,16.9
Weaverville CA,83.8,7.6,0,4,0,4.5,7.7
Friant CA,61.2,31.6,0,0,4.6,2.6,37
Sunol CA,67.2,8.9,1.2,0,21.2,1.4,35.2
Caruthers CA,87,8.4,0,0,4.6,0,19.6
Riverdale CA,81.8,7,0,3.9,4.1,3.2,21.7
Esparto CA,84.4,13.6,0,0,1.9,0,28.7
Aptos Hills-Larkin Valley CA,71.5,9,0,1.5,14.2,3.8,27.5
Ben Lomond CA,77.4,7.1,1.9,1.6,10.1,1.9,36
Lanare CA,90,0,0,0,6.7,3.3,0
Laton CA,79,17,0,0,4,0,19.5
Tranquillity CA,88.9,0,0,0,11.1,0,22.3
Del Aire CA,77.8,12.1,3.4,1,4.1,1.8,26.2
Quartz Hill CA,83.4,12,0.8,0.3,3.3,0.2,29.9
Valinda CA,79.6,12.6,3.1,0.9,2.6,1.2,31.3
Littlerock CA,63.8,8.5,0,0,27.7,0,64.9
Marina del Rey CA,77.6,3.2,0,1.3,13.8,4.1,30.5
Fairview CA,78.3,6,7.4,0.6,5.9,1.9,36.6
San Lorenzo CA,73.5,8.9,10.4,1.1,2.8,3.3,31.4
Denair CA,84,7.8,0,2.9,0,5.2,27
Richgrove CA,61.7,31.5,0,3.4,2.2,1.1,23.3
Alondra Park CA,79.3,7.2,2.8,0.7,2.9,7,26.8
Altadena CA,78.7,7.4,3.4,1.6,6.1,2.9,30.2
Lake Los Angeles CA,85.2,5.6,1.1,0.3,5.7,2.1,47.3
Delhi CA,86.7,6.6,0.6,1.4,1.8,2.9,26.9
La Riviera CA,76.3,8.8,5.9,0.8,2.5,5.7,25.6
Arnold CA,70.7,11.6,0,2.4,14.4,0.8,28.9
Dorrington CA,65.6,19.7,0,1.6,6.6,6.6,22
Derby Acres CA,86,10.8,0,0,3.2,0,23.6
Lake Nacimiento CA,78.7,15.5,0.7,2.7,0.9,1.5,36.9
Sutter CA,88.7,7.1,0,0.7,2.7,0.8,28.1
East Foothills CA,78.3,12.8,3.4,0.5,4.2,0.7,32.7
Lexington Hills CA,76.4,12.1,0.9,0.3,10.2,0,38.1
Del Monte Forest CA,77.1,8.6,1.4,7.5,5.4,0,19.5
San Lucas CA,86.2,6.9,0,0,2.6,4.3,19.5
Spreckels CA,78.3,18.4,3.3,0,0,0,19.3
Fallbrook CA,76.3,10.6,0.8,2.4,6.7,3.2,28.5
Granite Hills CA,84.1,5.5,0.4,0,5.6,4.3,22.4
Georgetown CA,83.3,9.2,0,0,7.5,0,40.6
McCloud CA,62.7,14,0.3,5.1,13.7,4.3,12.7
Cottonwood CA,93.3,1.8,0,3.5,1.4,0,23.9
Shingletown CA,70,14.6,0,4.8,7,3.5,27.7
August CA,70.2,25.2,0,0,1.3,3.2,26.2
Ridgemark CA,82.8,11.5,0.6,0.2,4.4,0.5,37.7
Cantua Creek CA,84.5,15.5,0,0,0,0,0
Lemoore Station CA,52.2,5.2,3.5,3.8,31,4.3,15.3
Willowbrook CA,70.6,15.1,5.3,2.2,4.6,2.2,30.7
Hidden Valley Lake CA,70.1,8.4,0,1.2,19.5,0.8,40.5
Rowland Heights CA,77.7,11.7,2.5,1,6.5,0.7,31.8
Mi-Wuk Village CA,100,0,0,0,0,0,0
Beckwourth CA,81.9,18.1,0,0,0,0,0
Montara CA,76.7,3.1,6,0,14.2,0,34.1
Yosemite Lakes CA,79.7,10.5,0,1.1,5.8,2.8,37.2
El Granada CA,73.1,12.6,0.4,3.6,10.3,0,33.1
South Taft CA,59.1,22.7,0,13.1,0,5.1,26.5
Boron CA,86.8,6.9,1.1,0,4.4,0.7,20.8
Ladera Heights CA,83.3,5.1,0.4,0.8,8.5,1.9,32.3
Westmont CA,72,10.1,11.8,1,3,2.1,36.6
Fair Oaks CA,78,6.3,2.7,2.3,8.9,1.8,27.5
Woodcrest CA,82.8,5.4,1.7,2.4,6,1.7,34.9
Cabazon CA,73.6,7.9,0,2.1,4.4,12,16.7
French Camp CA,67.8,23.2,2.7,3.8,0.8,1.7,23.9
Clearlake Oaks CA,48.9,13.4,0,3,34.7,0,28.2
Deer Park CA,59.9,9.5,0,11.3,19.3,0,25.3
Tara Hills CA,70.6,14.9,6.9,0,5.7,1.9,32.9
Le Grand CA,79.5,11.5,1.5,6.3,0.8,0.3,22.1
Sunnyside-Tahoe City CA,69.7,9.2,0,3.4,12.1,5.6,19.4
East Richmond Heights CA,63.7,14.7,10.5,0.7,6.8,3.5,32.7
Salton Sea Beach CA,58.4,6.7,0,0,34.8,0,14.6
El Rio CA,80,17,1.6,0,1.4,0,24.3
Vallecito CA,50,27.3,0,0,22.7,0,16.7
Running Springs CA,85.4,5.3,1.7,0,7.3,0.3,33.3
Delleker CA,43.6,56.4,0,0,0,0,27.1
El Dorado Hills CA,76.7,7.4,2.2,0.6,11.9,1.3,31.1
West Point CA,80.6,0,6.9,0,12.5,0,45.5
Bonsall CA,77.9,3.8,3.1,0,11.9,3.2,28.9
Poplar-Cotton Center CA,76.6,23.1,0,0.3,0,0,23.4
La Presa CA,81.3,9.1,2.8,1,4,1.9,28.3
Los Molinos CA,92.4,6.3,1,0,0.3,0,29.5
Mendocino CA,83.1,0,0,4.3,12.6,0,7.6
Spaulding CA,40.5,59.5,0,0,0,0,0
Acalanes Ridge CA,55.4,0,22.3,0,18.3,4,27.3
Castle Hill CA,57.4,0,9.7,0,24.1,8.7,32.4
Saranap CA,69.3,8,12.2,1.1,7,2.3,34.9
Camino Tassajara CA,70.8,7.9,8.4,0,12.1,0.7,46.2
Shell Ridge CA,72.9,9.9,6.7,0,10.4,0,23.2
Reliez Valley CA,64.4,7.7,9.4,1,16.4,1.1,28.1
Alhambra Valley CA,76.3,10.2,0,0,8.4,5.1,21.1
Montalvin Manor CA,50.6,32.5,9.4,1.3,6.2,0,38.5
North Richmond CA,60.2,24.8,8.6,0,5.3,1.1,30.7
Norris Canyon CA,68.4,7.3,16.7,0,2,5.6,44.5
Weedpatch CA,65.9,19.5,3.5,1.9,0.8,8.5,23.7
Mira Monte CA,80.5,3.9,3.8,1.1,8.3,2.4,28.6
Black Point-Green Point CA,60.3,8.1,8,1.9,21.7,0,34.9
Lucas Valley-Marinwood CA,71.2,3.1,8.7,2.9,13.6,0.5,29.9
San Geronimo CA,95.4,4.6,0,0,0,0,29.4
Tamalpais-Homestead Valley CA,62.8,8.7,10.4,1.5,13,3.6,33
Woodacre CA,79.6,1.2,1.7,1.2,11.1,5.3,37.1
Penn Valley CA,76.8,21.1,0,0,0,2,35.2
Greenville CA,74.1,11.6,0,3.9,10.3,0,29.1
Lake Almanor Peninsula CA,74.7,17.9,0,0,7.4,0,15.1
Taylorsville CA,100,0,0,0,0,0,0
Tobin CA,0,0,0,0,0,0,0
Planada CA,69.5,25.3,0,4.3,1,0,30.5
Winton CA,82.3,9.7,0,0.8,0.9,6.3,26
Broadmoor CA,62.1,15,19,2.1,0.7,1.1,27
Emerald Lake Hills CA,79.2,5.8,1.2,2.7,9.1,2,31.7
Buttonwillow CA,84.5,8,0,2.3,3.4,1.9,17.8
Home Gardens CA,71.5,20.6,2.2,0.5,1.9,3.2,32.8
Lucerne CA,81.1,14.5,0,0,4.3,0,24.9
North Lakeport CA,80.7,11.1,0,2.3,4.5,1.5,23.4
Lake of the Pines CA,84.5,3,0.6,0.7,11.2,0,43.1
Dillon Beach CA,46,9.2,9.2,0,35.6,0,43.6
Romoland CA,88,4.4,0,0,1.5,6.1,33.8
Thousand Palms CA,82.8,11.1,0,2.8,1.8,1.5,18.1
Desert Shores CA,82.5,9,0,0,8.5,0,31.1
Ocotillo CA,78.3,21.7,0,0,0,0,100.4
Bolinas CA,67,2.7,0.9,6.8,17.6,5.1,30.8
Bodfish CA,71.5,28.5,0,0,0,0,43.1
Channel Islands Beach CA,77,6.9,0,1.4,14.6,0,33.5
Golden Hills CA,78.8,11.2,0.3,0,9.5,0.2,23.8
Keene CA,100,0,0,0,0,0,0
Lost Hills CA,88.5,7,0,0,0,4.5,20.8
Castro Valley CA,71.1,9.6,10.9,0.9,5.9,1.6,34.1
Glen Ellen CA,85.7,0,0,0,4.9,9.4,32.3
Oroville East CA,79.6,9,0.7,3.2,6.4,1.1,27.6
Talmage CA,37.6,24.7,0,16.7,17.8,3.2,18.9
Home Garden CA,62.5,21,1.4,7.1,2.4,5.7,24.2
Guerneville CA,72.6,12.8,4.2,4,5,1.5,31.7
Manton CA,55.8,17.7,0,25.7,0.9,0,26.7
Rancho Tehama Reserve CA,82.9,12.7,0,3.6,0.8,0,29.6
Durham CA,79.6,10.1,2.9,1.8,4.4,1.3,25.3
Armona CA,74.2,17.7,0,0.8,4.7,2.6,20.8
Bowles CA,83.3,16.7,0,0,0,0,15.2
Citrus CA,80,12.6,4.1,0.7,2,0.6,30.2
San Andreas CA,79.6,12.1,2.3,3.3,1.3,1.3,22.5
London CA,61.2,25,0,2.3,1.1,10.4,24.9
Felton CA,76.4,3.7,3,1.8,12,3,36.4
Twin Lakes CA,77.7,6,0.6,0,2.6,13.2,22.6
Bret Harte CA,59.2,29.4,0.6,0.6,4.7,5.5,37.9
Salida CA,74.7,17.7,0.7,1.2,3.3,2.4,34.9
Westley CA,91.3,8.7,0,0,0,0,39.9
Rio Linda CA,77.9,11.2,1.7,1.9,6.2,1.1,29.5
Hickman CA,88.7,3.8,0,4.2,2.3,0.9,26.1
Cutler CA,65.8,14.4,0,0,2.2,17.6,28.2
Goshen CA,68.8,16.1,0,4.9,6.8,3.3,19.1
Springville CA,57,18.2,0,0,14.9,9.9,27.2
Kings Beach CA,73.9,13.1,5.2,2.4,4,1.3,19.1
North Auburn CA,82.1,12.7,1.3,0,3,1,28.5
Bluewater CA,50,0,0,50,0,0,0
Wrightwood CA,85.8,5.6,1.9,0,6.1,0.6,36.2
Orcutt CA,80.6,9.7,2.7,0.1,5.6,1.4,20.9
Santa Ynez CA,77.2,13.8,0.2,3.2,2.5,3,19
Carmichael CA,82.5,7.9,1.7,1.2,5.2,1.6,26.5
Florin CA,73,18.3,2.5,0.7,4.6,0.9,26.8
Vineyard CA,76.3,11.6,1.6,0.7,7.6,2.2,30.5
West Puente Valley CA,83,9.2,3,1.2,2.5,1,32.2
Monte Rio CA,69.2,11.5,0,3,14.8,1.4,31.9
Soulsbyville CA,89.3,1.1,0,0,9.5,0,27.5
Burney CA,71.8,8,0,9.7,6,4.4,19.2
McArthur CA,72.6,15.7,0,0,11.7,0,15.5
Westwood CA,87,2.4,0,0.5,4.3,5.7,30.1
Joshua Tree CA,81.8,5,1.2,1.1,6.7,4.3,32.6
Morongo Valley CA,89.2,3.2,0,0.7,5.7,1.2,33.6
Los Alamos CA,77.8,9.6,0,8.4,4.2,0,29.3
