city,white,hispanic_latino,african_american,american_indian,asian,pacific_islander,other_race,two_or_more_races
Ashland AL,74.6,3.4,19.8,1,0.3,0,0.4,0.5
Ashville AL,67.4,1.5,27.7,0,0.3,0,0,3.1
Butler AL,68.4,2.8,28.6,0,0,0,0,0.2
Camden AL,43.3,0,56.7,0,0,0,0,0
Chelsea AL,89.5,2.1,5,0.2,1.6,0,0.1,1.6
Clio AL,27,21.2,51.8,0,0,0,0,0
Coaling AL,78.3,6.7,12.1,0,0,0,0,3
Eutaw AL,20,1.3,78.7,0,0,0,0,0
Florala AL,79.3,1.1,15.4,0.9,0,0.3,0,3.1
Reform AL,42.1,5.6,49.8,0,0,0,0,2.5
Springville AL,98,0,2,0,0,0,0,0
Stevenson AL,74.9,3.6,16.9,0,0,0,2.8,1.8
Uniontown AL,11.7,0,88.1,0,0,0,0.2,0
Pike Road AL,64.8,1.9,28.7,0,2.9,0,0,1.7
Jemison AL,69.1,10.5,19.5,0,0,0,0,1
Goodwater AL,11.9,0,88.1,0,0,0,0,0
Henagar AL,89.2,5.8,0,1.9,0.9,0,0,2.2
Magnolia Springs AL,91.9,3.2,1.5,0,2,0,0,1.4
Clay AL,75.4,0.4,20.9,0,1.6,0,0,1.7
Pinson AL,78.9,4.3,15.6,0.1,0.3,0,0,0.8
Twin AL,97.3,2,0,0,0,0,0,0.7
Cusseta AL,99.1,0,0,0,0.9,0,0,0
Munford AL,74.2,5.9,15.9,1.4,0,0.3,0,2.2
Perdido Beach AL,89.3,5.6,0,2.9,0,0,0,2.3
Kimberly AL,89.7,0.9,6.5,0,0.2,0,0,2.6
Hughes AK,0,0,0,89.6,10.4,0,0,0
Huslia AK,8.1,1.8,0,87.9,0,0,0,2.3
McGrath AK,34.8,3.4,1.3,36.7,2.8,0,0,21
Angoon AK,17.8,15.1,8.8,43.7,5.4,0.4,0,8.8
Shishmaref AK,6.5,0,0.6,91,0.2,0,0,1.7
Teller AK,0,0,0,92.4,0,0,0,7.6
Manokotak AK,19.5,0,0,75.3,4.3,0,0,0.9
Kotlik AK,1.9,0,0.3,96.8,0,0,0,1
St. Mary's AK,2.2,0.7,0,92.2,0,0,0,4.8
Kaktovik AK,2.8,0,2.8,87.3,0,0,0,7.2
Goodnews Bay AK,2.4,0,0,95.2,0,0,0,2.4
Napakiak AK,1.6,0,0,96,0.3,0,0,2.2
Craig AK,65.2,1.9,0.2,19.5,2.2,0,0.3,10.8
Newhalen AK,8.8,7,0,76.3,0,0,0,7.9
Pilot Point AK,25.9,0,0,63.8,0,0,0,10.3
Eagle AK,100,0,0,0,0,0,0,0
Juneau AK,65.4,6.4,1,10.8,6.7,1,0.4,8.3
Cordova AK,74.1,3,0,10.4,2,1.1,0,9.4
Valdez AK,82.1,6.8,0.1,1.9,2.3,0.1,0,6.7
Gambell AK,5.9,0.4,0,89.6,2.6,0,0,1.4
Golovin AK,4.9,0.8,0,91.9,0,0,0,2.4
Klawock AK,42.4,2.8,0.2,45.2,0,1.5,0,7.9
Ketchikan AK,56,6.2,0.6,15.3,12,0.1,0.5,9.2
Coffman Cove AK,93.5,0,0,3.2,0,0,0,3.2
Sitka AK,62.4,6.3,1,13.1,6.7,0.4,0,10.1
North Pole AK,78.5,1,8.5,2.9,3.8,0,0,5.3
Marshall AK,0,0,0,96.4,0,0,0,3.6
Koyuk AK,2,0,0,90.3,0.4,0,0,7.3
Wales AK,0.6,0,0,93.1,0,0,0,6.3
Pelican AK,45.2,0,0,46.6,0,0,0,8.2
Nulato AK,2.9,0,0,92.8,0,0,0,4.3
Cold Bay AK,75,3.6,0,14.3,0,0,0,7.1
Shungnak AK,13.2,0,0,79.3,1.1,0,0,6.4
Shaktoolik AK,1.1,0,0,97.9,0,0,0,1.1
Elim AK,1.7,0.7,0,96.6,0,0,0,1
Delta Junction AK,86.4,9.4,0.2,3.3,0.2,0,0,0.4
Atka AK,15.7,0,0,62.7,13.7,0,0,7.8
Hydaburg AK,7.8,0,0,84,0,6.9,0,1.3
Russian Mission AK,3.2,0,0,42,0,0,0,54.9
Kake AK,22,0.5,0.7,64.8,2,0,0,10.1
Port Alexander AK,88.3,0,0,0,0,0,0,11.7
Egegik AK,33.3,11.6,11.6,24.6,18.8,0,0,0
Port Heiden AK,26.7,0,0,66.7,0,0,0,6.7
Togiak AK,5.3,0,0.4,88.7,1.2,0,0,4.4
Kobuk AK,5.3,9.2,0,85.5,0,0,0,0
Chefornak AK,2.2,0,0,97.4,0,0,0,0.4
Lower Kalskag AK,0,0,0,93,5.2,0,0,1.8
Toksook Bay AK,3,0.4,0,92.6,0,0,0,4
Upper Kalskag AK,7.8,2,0,87.5,0,0,0,2.7
Wasilla AK,76.6,5.4,1.4,4.6,2.6,0.2,0,9.3
Napaskiak AK,3.7,0,0,95.5,0,0,0,0.8
Shageluk AK,14.3,3.2,0,79.4,0,0,0,3.2
Dillingham AK,25.3,6.7,0.8,54.4,1.4,0,0,11.4
Quinhagak AK,11.8,0,0,87.4,0.3,0,0,0.5
Pilot Station AK,0.5,0,0,98.1,0.2,0,0,1.3
Port Lions AK,25.7,2.8,0.9,64,0,0,0,6.5
Mountain Village AK,7.8,7.2,0,81,0,0,0,4
Scammon Bay AK,0.7,0,0,98.5,0,0,0,0.7
Point Hope AK,3.8,6,0.2,81.7,1.4,0,0,6.8
Hoonah AK,27.2,3.5,1.4,52.1,3.5,0,0,12.3
Kaltag AK,8.5,0,0,89.1,0,0,0,2.4
Ruby AK,6.9,0,0,88.8,0,0,0,4.3
Akutan AK,12.6,18.2,15.1,16.2,35.1,1.7,0,1
Aniak AK,13.5,2.1,0,74.3,0,0,0,10.1
Mekoryuk AK,1.4,0,0,96.3,0,0,0,2.3
Buckland AK,1.8,0.6,0,97.3,0.2,0,0,0.2
Deering AK,1.3,0,0,92.1,6.6,0,0,0
Nikolai AK,8.9,2.4,0,82.9,0,0,0,5.7
Palmer AK,72.7,5.4,3.2,6.8,1.3,0.5,0.1,10
Nunapitchuk AK,0,0,0,97.1,0,0,0,2.9
Platinum AK,0,0,0,100,0,0,0,0
Houston AK,78.8,4,0.6,6.5,0.1,1.7,0.7,7.5
Bettles AK,68.9,0,0,31.1,0,0,0,0
Koyukuk AK,0,0,0,96.3,0,0,0,3.7
Homer AK,82.2,6.2,0.3,4.5,1.4,0,0,5.4
Soldotna AK,89.8,1.3,0,4.7,0.6,0,0,3.6
Kodiak AK,34.5,11.9,0,11.3,35.6,1.1,0,5.6
Seldovia AK,81.1,0.8,0,8.8,0.4,0,0,8.8
Whittier AK,44.6,9.6,2,8.1,23.3,4.7,0,7.6
Tenakee Springs AK,98,2,0,0,0,0,0,0
Fairbanks AK,57.5,11.9,7.6,8,4.9,1.2,0.4,8.5
New Stuyahok AK,0.4,0,0,97.3,0,0,0,2.3
Kiana AK,3.5,0,0,90.8,1.1,0,0,4.6
Akiak AK,1,0.5,0,96.5,0,0,0,2
Kwethluk AK,0,0,0,98.3,0.3,0,0,1.4
Nightmute AK,0,0,0,100,0,0,0,0
Fort Yukon AK,10.4,0,0,87,1.3,0,0,1.4
Grayling AK,1.2,3,0,95.8,0,0,0,0
Tanana AK,10.7,1.2,0.4,83.5,0,0,0,4.1
Kivalina AK,5.2,0.6,0,93.7,0,0,0,0.6
Aleknagik AK,6.3,0,1.1,91.1,0,0,0,1.6
Ekwok AK,0,0,0,100,0,0,0,0
Ambler AK,3.3,0,0,95.3,0,0.3,0,1
Kotzebue AK,20.4,4.9,0.8,67.5,1,0,0,5.5
Galena AK,32.1,2.5,0,59,1.7,0,0,4.7
Bethel AK,23,4.6,1.8,60.7,2.2,0,0,7.7
Eek AK,0,6.3,0,93,0,0,0,0.6
Brevig Mission AK,0.7,0,0,96.9,0,0,0,2.4
Nome AK,27.3,5.8,1.9,49.4,1,0.8,0,13.9
Savoonga AK,2.6,0,0,95.5,0,0,0,1.9
Larsen Bay AK,42.9,4.8,0,45.2,0,0,0,7.1
Ouzinkie AK,12.3,0,0,70.8,0,5.3,0,11.7
Wainwright AK,6.2,2.3,0,83.2,0,0,0,8.2
Kenai AK,70.8,4.9,0.4,12.7,2,1.6,0,7.6
Diomede AK,0,0,0,100,0,0,0,0
St. Michael AK,1.1,0,0,97.1,0,0,0,1.8
Stebbins AK,2.2,0,0,94.2,0,0,0,3.6
Akhiok AK,7.5,0,0,92.5,0,0,0,0
Old Harbor AK,10.7,2.1,0,66.6,0,6.2,0,14.5
Chevak AK,7.9,4.8,2.2,81.4,2.4,0,0.2,1
Emmonak AK,1.3,0,0.3,97.8,0.4,0,0,0.3
Alakanuk AK,4.5,0,0,92.8,0.4,0,0,2.3
Anderson AK,84.6,0,1.4,7,0,0,0,7
Anaktuvuk Pass AK,11.7,1.7,1,82.1,0,0,0,3.4
Nuiqsut AK,7.8,0,0,88.1,0,1.3,0,2.8
False Pass AK,42.6,4.4,0,50,2.9,0,0,0
Atqasuk AK,1.7,0,0,91.9,0,0,0,6.4
Unalaska AK,25.6,14.2,5.5,3.5,44.1,2.1,0,5
Kasaan AK,53.9,0,0,39.3,0,0,0,6.7
Unalakleet AK,11.7,0.1,0,69.1,11.7,0,0,7.4
White Mountain AK,9.2,0,0,89.6,0,0,0,1.2
Sand Point AK,15.2,8.3,1.6,42.8,20,2.1,0,10.1
St. George AK,9.4,2.4,0,88.2,0,0,0,0
Saxman AK,11.4,5.3,0,70.6,0.5,0,0,12.2
Kupreanof AK,66.7,0,0,33.3,0,0,0,0
Nondalton AK,13.6,0,0,73.6,0,0.9,1.8,10
Thorne Bay AK,91.4,2.8,0,0.5,0,0.5,0,4.7
Anvik AK,0,0,0,94.5,0,0,0,5.5
Holy Cross AK,2.5,0,0,96,1.5,0,0,0
Seward AK,65,5.2,1.9,15.3,7.5,0.7,0,4.5
Noorvik AK,4.8,0,0,93.8,0,0,0,1.4
Chuathbaluk AK,7.3,0,0,86.2,0,0,0,6.4
Chignik AK,22.9,0,0,65.7,0,0,0,11.4
St. Paul AK,14,4.2,0,74.8,0,3.8,2.3,1
Allakaket AK,10.2,4.8,0,81.7,2.2,0,0,1.1
Hooper Bay AK,3.7,0.7,0.3,93.8,0,0,0,1.5
King Cove AK,11.3,5.6,1.8,46.4,32,0.4,0,2.6
Nenana AK,47,0.8,0,38.3,0,0,0,13.9
Selawik AK,1.4,0,0,96.8,0,0,0,1.8
Adak AK,16.2,31.5,0,9.2,9.2,23.1,0,10.8
Nunam Iqua AK,5.2,0,0,93.3,1.5,0,0,0
Gustavus AK,87.8,1,0,11.1,0,0,0,0
Clark's Point AK,0,0,0,75.5,0,0,0,24.5
Wrangell AK,64.4,3.2,0.2,20.6,3.1,0,0,8.5
Edna Bay AK,100,0,0,0,0,0,0,0
Tucson AZ,44.9,42.9,4.6,1.8,3,0.2,0.1,2.4
Casa Grande AZ,45,42.1,4.2,4.8,1.5,0.1,0.1,2.2
Springerville AZ,60.3,29,0,2.7,0.1,0,0,7.9
Clarkdale AZ,76.2,9.4,3.1,8.2,1.4,0,0,1.8
Prescott AZ,87.3,7.9,0.5,0.9,1.2,0,0.1,2
Pinetop-Lakeside AZ,87.4,4.5,0,7.1,0.5,0,0,0.5
South Tucson AZ,11.3,78,3.1,4.6,0.4,0,0,2.5
Superior AZ,30.4,67.5,0.9,0.5,0.7,0,0,0
Duncan AZ,71.2,27.6,0,0.3,0,0,0,0.9
Eloy AZ,22.5,59.7,8.6,2.4,2.3,2.9,0,1.6
Nogales AZ,4.1,94.2,0.5,0,1.2,0,0,0
Hayden AZ,11.6,87.2,0,0,1.2,0,0,0
Benson AZ,73.7,23.5,1.3,1,0.2,0,0,0.4
Douglas AZ,16.8,73.1,6,1.7,1,0.1,0.8,0.6
Huachuca City AZ,50.9,33.3,5.7,1.7,3,0.2,0.2,5
Camp Verde AZ,69.8,17.1,0.2,10.8,0.1,0,0,1.9
Coolidge AZ,42.1,43.4,4.4,5.5,0,0,2,2.5
Florence AZ,47.7,40.5,6,3.6,0.4,0.5,0,1.3
Winslow AZ,25.2,35.4,3.6,31.4,0.1,0,0,4.3
Marana AZ,63.6,25.9,2,0.3,4.2,0.2,0.1,3.6
Sierra Vista AZ,57.6,25.5,6.5,1.2,4,0.6,0.2,4.3
Yuma AZ,33.8,59.1,2.9,0.6,1.7,0,0.1,1.8
Colorado City AZ,100,0,0,0,0,0,0,0
Kearny AZ,42.7,47.3,0.6,0,3.9,0,0,5.6
Sedona AZ,83,12.7,0,0,2.3,0,0.2,1.7
Chino Valley AZ,81,14.3,0.1,1.2,1.8,0,0,1.6
Prescott Valley AZ,75.9,20.2,0.7,0.5,1.3,0,0.1,1.4
Clifton AZ,36.9,57.6,2,2.9,0.7,0,0,0
San Luis AZ,2.6,96.3,0.6,0.2,0,0,0,0.3
Wellton AZ,51.6,45.2,0,0.1,0,0,0,3.2
Patagonia AZ,56.4,32.7,0,0,0,0,0,11
Mammoth AZ,24.1,70.3,0,2,0,0,0.2,3.4
Bisbee AZ,64.7,32.6,0.9,0.3,0.5,0,0.1,0.9
Tombstone AZ,70.3,25,0,0,0,0,0,4.7
Willcox AZ,30.1,67.6,0.5,0,0,0.8,0,1
Lake Havasu City AZ,81.8,15.1,0.3,0.7,1.1,0,0,1.1
Jerome AZ,75.9,5.6,0.5,15.3,0,0,0,2.8
Scottsdale AZ,81,10.3,1.6,0.8,4.2,0.1,0.2,1.9
Youngtown AZ,60.9,29.6,4.4,0.4,0.7,0.3,0.2,3.5
Bullhead City AZ,69.2,25,1.8,0.6,1.9,0.1,0.1,1.3
Avondale AZ,32.8,50.2,10.1,1.2,3.5,0.2,0.1,2
Tempe AZ,57.7,22.7,6.2,2.1,7.9,0.2,0.4,2.8
Tolleson AZ,8.8,81.5,5.9,3.4,0,0,0,0.4
Miami AZ,34,61.5,0,0,0.7,0,0,3.8
Thatcher AZ,71.6,22.5,0.7,2,1.1,0.1,0,1.9
Carefree AZ,97.3,2.5,0,0.1,0,0,0,0
Paradise Valley AZ,84.8,5.8,1,0.4,5.3,0,0.5,2.2
Surprise AZ,70.3,18.7,5.6,0.3,2.3,0.1,0.3,2.4
Fountain Hills AZ,92,4.6,0.4,0.2,2.3,0,0,0.4
Litchfield Park AZ,77.3,14.7,1.5,1,3.1,0,0,2.3
St. Johns AZ,65.3,24.9,0.5,9.2,0,0,0,0
Goodyear AZ,54.6,27.5,8.7,0.8,4.7,0.2,0,3.4
Guadalupe AZ,4.9,62.1,2.5,29.3,0,0,0.4,0.8
Parker AZ,32.1,40.6,5.4,15.1,0.2,0,0,6.6
Taylor AZ,76.4,13.5,0,6.5,0.7,0,0,2.9
Holbrook AZ,46.1,25.8,0.7,18.5,2,0,1.5,5.6
Winkelman AZ,17.6,82.4,0,0,0,0,0,0
Oro Valley AZ,78.2,14.9,1.8,0.3,3,0.1,0.1,1.7
Sahuarita AZ,59.6,32.8,3.2,0,1.8,0.1,0.1,2.6
Snowflake AZ,90.1,3.5,0.5,4.7,0,0,0,1.1
Quartzsite AZ,93.6,4,0,0,2.5,0,0,0
Kingman AZ,78.3,13,1.4,3.2,1.3,0.2,0.2,2.3
Globe AZ,51.8,40.9,0.9,1.9,2.5,0,0,2
Apache Junction AZ,78.8,14.5,1.1,1.7,1.1,0,0.2,2.5
Cave Creek AZ,92.5,2.9,0.9,2,0,0,0.2,1.5
Peoria AZ,70.7,19.1,2.9,0.5,3.8,0.2,0.1,2.7
Queen Creek AZ,77.1,15.6,2.4,0.4,2.3,0.1,0,2.1
Fredonia AZ,68.8,3.6,0,19.1,0,0,0,8.6
Page AZ,40.7,8.6,0.4,47.7,0,0,0.7,1.8
Cottonwood AZ,71.2,23,1.1,1.2,0.2,0,0,3.4
Payson AZ,87.4,7.5,0.2,2.8,0.6,0,0,1.4
Chandler AZ,59.1,21.8,5,1.2,9.6,0.2,0.2,3
El Mirage AZ,40.1,47.2,8,0.4,1.5,0.2,0.2,2.5
Glendale AZ,48.6,37.3,5.9,1.2,4.3,0.2,0.2,2.4
Mesa AZ,62.6,27.4,3.5,2,2,0.4,0.1,2.1
Wickenburg AZ,84.3,12,0.1,2.3,0.2,0.1,0.1,0.8
Flagstaff AZ,64.4,19.4,2.2,7.7,2.6,0.2,0.2,3.3
Phoenix AZ,43.3,42.5,6.6,1.6,3.5,0.2,0.1,2.2
Pima AZ,67.6,30,0,1.5,0.1,0.2,0,0.6
Gilbert AZ,70.9,16.3,2.9,0.8,6,0.2,0.1,2.8
Williams AZ,62.7,29,1.9,2.8,0.4,0,0,3.2
Safford AZ,50.3,44.4,2.2,1.7,0.9,0,0,0.4
Show Low AZ,74.2,19.4,0.3,4.1,0.8,0,0,1.2
Gila Bend AZ,25.5,67.2,2.5,4.5,0.3,0,0,0
Somerton AZ,2.5,96.9,0.1,0.4,0,0,0,0.1
Eagar AZ,74.5,18,0.6,6.6,0,0,0,0.2
Maricopa AZ,54.4,26.6,10.1,1,4.3,0.2,0,3.4
Dewey-Humboldt AZ,82.6,14.9,0.4,0.3,1,0,0,0.9
Star Valley AZ,91.2,2.4,4.9,0,0,0,0,1.5
Buckeye AZ,51.2,35.7,7.8,1.6,1.6,0.2,0.5,1.5
Egypt AR,100,0,0,0,0,0,0,0
Rogers AR,60.3,32.6,1.5,0.8,2.6,0.4,0.1,1.9
Alpena AR,93.8,2.3,0,3.6,0.3,0,0,0
Everton AR,98.1,1.9,0,0,0,0,0,0
Hope AR,34.9,20.5,42.5,0.1,0.1,0,0,1.9
Hartman AR,88.3,7.9,0,0.6,0,0,0,3.3
Barling AR,90.7,3.9,0.7,1.3,2.5,0,0.1,0.9
McCrory AR,88,0.9,10,0,0.1,0.3,0.3,0.3
Huttig AR,37.2,0,61.7,0,1.2,0,0,0
Fayetteville AR,77.5,8,6.8,0.8,3.3,0,0.4,3.2
Springdale AR,49.1,36.5,2.5,0.5,2.3,6.4,0.5,2.2
Tontitown AR,92.8,3.1,0.2,0.5,1.4,0,0.3,1.8
Newport AR,67,2.5,26.5,0.4,0.1,0,0.2,3.3
Marvell AR,44.5,2.5,53,0,0,0,0,0
Charleston AR,94.2,1.2,1.4,0.4,0.1,0,0,2.7
West Point AR,90.7,0,9.3,0,0,0,0,0
Green Forest AR,55.5,41.6,0.1,0.9,0.3,0.7,0,0.9
St. Paul AR,100,0,0,0,0,0,0,0
Ashdown AR,64.6,0,32.7,1.1,0,0,0,1.7
Scranton AR,98.2,0.5,0,0.9,0,0,0.5,0
Delaplaine AR,100,0,0,0,0,0,0,0
Pineville AR,93.4,0,0,0,1.2,0,0,5.4
Black Oak AR,83.3,16.7,0,0,0,0,0,0
Subiaco AR,87.2,2.5,4.9,0.8,4.5,0,0,0
Hackett AR,70,0,0,10.8,0.9,0,0,18.4
Gentry AR,80.7,10,2.1,0.3,5.1,0,0,1.8
Earle AR,19.8,0.8,74.1,0,0,0,0,5.3
Willisville AR,53.6,0,46.1,0,0,0.3,0,0
Jasper AR,97.5,0,0.2,0,1.1,0,0,1.3
Mountainburg AR,83.6,0,0,8.3,0,0,0,8.1
Bay AR,91.8,1.5,3.2,0.4,0,0,0,3.1
Oxford AR,98.5,0,0,0,0,0,0,1.5
Hickory Ridge AR,97.5,0,0,0,0,0,0,2.5
Higginson AR,85.5,5.5,6.7,0,0,0,0,2.4
Griffithville AR,100,0,0,0,0,0,0,0
Lepanto AR,78.6,5.3,12.7,0,0,0,0,3.5
Oppelo AR,98.5,0.6,0,0,0.3,0,0.6,0
Shannon Hills AR,64,2,32.6,0,0,0,0.5,0.8
Vandervoort AR,100,0,0,0,0,0,0,0
Walnut Ridge AR,94.2,1.3,2.8,0.3,0.2,0,0.1,1.2
Rondo AR,14.1,0,83.9,0,0,0,0,2
Murfreesboro AR,83,7.4,7.3,0,0.4,0,0,2
Gum Springs AR,29.2,24.8,46,0,0,0,0,0
Lakeview AR,94.3,1.1,0,0.4,2.9,0,0,1.3
Maumelle AR,76.7,3.3,14.6,0,2.4,0,0.6,2.4
Forrest City AR,24.6,3.1,70,0.3,0.7,0,0.3,0.9
Diamond City AR,91.5,5.8,0,1.2,0,0,0,1.5
Strong AR,32.9,1.1,65.5,0.5,0,0,0,0
Fountain Lake AR,94.5,1.5,0.2,0,0,0,0,3.8
Oak Grove AR,91.6,0,0.4,0,4,0,0,4
Portia AR,96.3,0,0.7,1.3,0,0,0,1.7
Springtown AR,25.2,4.6,0,38.4,0,0,0,31.8
Leola AR,52,46.2,0.2,0,0,0.3,0,1.3
Cotter AR,95,3.3,0,1.2,0,0,0,0.6
Tuckerman AR,90.4,2.1,4.3,0,0,0,0,3.2
Holland AR,82.9,13.1,0,3.5,0,0,0,0.5
Stamps AR,33.5,2.4,63.4,0,0.7,0,0,0
Kensett AR,57.3,24.9,15.6,0.5,0,0,0,1.7
Trumann AR,84.2,4.2,7.3,0.2,0,0,0,4.1
Smithville AR,100,0,0,0,0,0,0,0
Ward AR,92.2,3.4,1.6,0.6,0.5,0,0,1.7
Wilmot AR,22,0,78,0,0,0,0,0
Marie AR,93.4,6.6,0,0,0,0,0,0
Jennette AR,0,0,98.6,0,0,0,0,1.4
West Memphis AR,33,0.9,61.2,0.2,0.6,0.2,0,3.9
Monette AR,95.3,2.9,0.2,0.1,0,0,0,1.4
Blytheville AR,33.4,3.5,61.1,0,1.3,0,0,0.7
McNab AR,31.4,0,68.6,0,0,0,0,0
Birdsong AR,0,0,100,0,0,0,0,0
Dyess AR,88.7,8.8,0,0,0,0,0,2.5
Joiner AR,49,0,46.9,0,0,0,0,4.1
Batesville AR,77.8,14.7,3.9,0.1,1.6,0,0,1.9
Oak Grove Heights AR,93.2,4,0,0.2,0,0,0,2.6
Calico Rock AR,84.6,2,12.1,0.5,0,0,0,0.9
West Fork AR,96.1,0.7,0,0,0.6,1.4,0,1.2
Oil Trough AR,95.5,0,3.3,0.4,0,0,0,0.8
McDougal AR,95.1,2.8,2.1,0,0,0,0,0
Plumerville AR,60.1,10.7,29.2,0,0,0,0,0
Austin AR,84,8.3,1.7,0.1,1.3,0,0,4.6
Reed AR,0,0,100,0,0,0,0,0
Bluff City AR,29.9,0,70.1,0,0,0,0,0
De Queen AR,33,58.1,5.5,1.5,0.9,0.6,0,0.5
Ben Lomond AR,80.4,14.4,0,4.1,0,0,0,1
Cave City AR,92.2,2.8,1.6,1.6,0,0,0,1.6
Newark AR,94.1,2.8,2.2,0,0,0.5,0,0.4
Gosnell AR,74.9,5.7,17.6,0,0,0,0,1.9
Whelen Springs AR,77.4,22.6,0,0,0,0,0,0
Altheimer AR,5.5,2.4,91,0,1.1,0,0,0
White Hall AR,77.4,5,13.5,0,3.2,0,0,0.9
Minturn AR,100,0,0,0,0,0,0,0
North Little Rock AR,46.3,5.6,43.8,0.3,0.8,0,0.1,3
Stephens AR,24.8,0,74.8,0,0,0,0,0.4
Colt AR,77.9,4.6,17.6,0,0,0,0,0
Madison AR,10.3,8.9,80.8,0,0,0,0,0
Palestine AR,77.8,4,16.6,0,0,0,0,1.5
Cave Springs AR,87.1,3.6,2,2.1,1.5,0,0,3.6
Brinkley AR,42.8,4.3,48.7,0,1.3,0,0,2.9
Alma AR,89.4,3.6,0.5,2.4,0.9,0,0,3.3
Corning AR,97.9,2.1,0,0,0,0,0,0
Texarkana AR,59,4.2,33.1,0.8,0.3,0.1,0,2.5
Lonoke AR,73.4,2.6,22.6,0,0.8,0,0,0.6
Eudora AR,8.9,1.2,89.5,0.2,0,0,0,0.2
Kingsland AR,77.3,0,22.2,0,0,0,0,0.5
Parkin AR,28.7,1.1,65,0,0,0,0,5.1
Van Buren AR,73.6,14.9,2.2,1.6,4.4,0,0,3.3
Salem AR,89.3,8.3,0.5,0.1,0,0,0,1.9
Imboden AR,94.7,5,0,0.3,0,0,0,0
Sedgwick AR,90,2.3,0,0,0.9,0,0,6.8
Booneville AR,89.3,10.6,0.2,0,0,0,0,0
Magazine AR,89.5,3.4,5.3,0,0,0,0,1.8
Marmaduke AR,91.2,8.2,0,0,0,0,0,0.6
Humphrey AR,53.4,0,42,0,0,0,0,4.6
Marshall AR,86.4,6.8,0.8,1.7,1.3,0,0,2.9
Pindall AR,76.3,0,0,23.7,0,0,0,0
Rudy AR,100,0,0,0,0,0,0,0
Hatfield AR,93.3,1.7,0,2.6,0,0,0,2.4
Dover AR,94.3,4.1,0.1,0,0.1,0,0,1.3
Russellville AR,74.2,15.5,5.8,0.4,1.8,0,0,2.4
Fordyce AR,42.2,1.6,51,0.6,3,0,0,1.6
Sparkman AR,44.6,18,36.8,0,0,0,0,0.5
Daisy AR,97.5,0,0,0,0,0,0,2.5
Hughes AR,24.4,0.9,72.4,0,1.9,0,0,0.5
Swifton AR,96.9,0.6,1.3,0,0,0,0,1.3
Tupelo AR,100,0,0,0,0,0,0,0
Mineral Springs AR,45.6,7.9,44.9,0,0,0,0.7,0.8
Hot Springs AR,69.8,8.7,17,0.6,0.8,0,0,3.1
Lake View AR,0.4,0,99.2,0.4,0,0,0,0
Gravette AR,83.2,11.5,0.4,2.9,0.5,0,0,1.5
Valley Springs AR,97.8,0,0.6,0,0,0,0,1.7
Marion AR,58.8,2.4,32.3,0.7,1.4,0,0.2,4.1
Coal Hill AR,97.4,1.9,0,0,0.3,0,0,0.5
Branch AR,97.3,2.7,0,0,0,0,0,0
Sulphur Rock AR,93.6,3.8,2.6,0,0,0,0,0
Datto AR,78.6,21.4,0,0,0,0,0,0
Nimmons AR,100,0,0,0,0,0,0,0
Gassville AR,95.5,2.2,0.7,0.3,0.2,0,0,1.1
Zinc AR,91.2,0,0,8.8,0,0,0,0
Anthonyville AR,8.3,0,85.2,0,0,0,0,6.5
Russell AR,93.5,6.5,0,0,0,0,0,0
Aubrey AR,85.9,0,11.3,0,0,0,0,2.8
Haynes AR,5.5,0,92.2,2.3,0,0,0,0
Casa AR,72.9,0,1,0,0,0,0,26.1
Jericho AR,0,0,100,0,0,0,0,0
Bono AR,89,6.1,0.9,0,0,0,0,4.1
Houston AR,100,0,0,0,0,0,0,0
Paris AR,81.3,0.8,7.5,0.4,2.4,0,0.2,7.5
Ratcliff AR,95,5,0,0,0,0,0,0
Almyra AR,100,0,0,0,0,0,0,0
Gillett AR,81.6,0,18,0.4,0,0,0,0
Biggers AR,92.7,2.2,5.1,0,0,0,0,0
Pangburn AR,84.7,13.3,0,0,0,0,0,2
Delight AR,93.5,2.9,2.9,0.5,0,0,0,0.2
Holly Grove AR,6.5,0,91.8,0,0,0,0,1.7
Elaine AR,34.9,7,55.8,0,0,0,0,2.4
Rector AR,94.3,1.1,0,0,0,0,0,4.6
Sidney AR,82.7,15.8,0,0,1.5,0,0,0
Clarkedale AR,72.4,4.3,22.6,0.7,0,0,0,0
Midway AR,95.7,2.7,0,1.6,0,0,0,0
Briarcliff AR,97,0,0,0,0.8,0,0,2.1
Cherokee Village AR,96.6,2.1,0,0,1.1,0,0,0.2
Wilson AR,68.4,0.4,31.2,0,0,0,0,0
Wilton AR,58.3,1.7,38.7,0,0,0,0,1.3
Winchester AR,5.1,0,94,0,0,0,0,0.9
Lexa AR,82.9,1.1,12.7,0,0,0,0,3.3
Lockesburg AR,85.1,3.8,9.1,0,0,0,0,1.9
Cushman AR,94.4,1.8,0,3.4,0.4,0,0,0
Evening Shade AR,94.5,3.1,0,1.1,0,0,0,1.3
Fisher AR,96.7,1.8,0.9,0,0,0,0,0.6
Fouke AR,93.8,0,0.5,2.7,0,0,0,3
Fulton AR,42.4,5,51.1,0,0,0,0,1.4
Gilmore AR,37.9,4.9,53.3,0,0,0,0,3.8
Adona AR,95.3,0,0,0,0,0,0,4.7
Campbell Station AR,95.5,0,3.6,0,0,0,0,0.9
Caraway AR,85.2,10.5,2.1,0,0,0,0,2.2
De Valls Bluff AR,76.8,2.8,19.8,0,0,0,0,0.6
